accessory	abetter or abettor, associate, companion, henchman, accomplice, attendant, confederate, participator, ally, coadjutor, follower, partner, assistant, colleague, helper, retainer	adversary, chief, foe, leader, principal, antagonist, commander, hinderer, opponent, rival, betrayer, enemy, instigator, opposer
accident	adventure, contingency, happening, misfortune, calamity, disaster, hazard, mishap, casualty, fortuity, incident, possibility, chance, hap, misadventure	appointment, decree, intention, ordainment, preparation, calculation, fate, law, ordinance, provision, certainty, foreordination, necessity, plan, purpose
acquaintance	association, experience, fellowship, intimacy, companionship, familiarity, friendship, knowledge	ignorance, ignoring, inexperience, unfamiliarity
acrimony	acerbity, harshness, severity, tartness, asperity, malignity, sharpness, unkindness, bitterness, moroseness, sourness, virulence, causticity	amiability, gentleness, kindness, smoothness, courtesy, good nature, mildness, sweetness
act	accomplishment, execution, movement, achievement, exercise, operation, action, exertion, performance, consummation, exploit, proceeding, deed, feat, transaction, doing, motion, work, effect	cessation, immobility, inertia, quiet, suffering, deliberation, inaction, passion[A], repose, suspension, endurance, inactivity, quiescence, rest
active	agile, energetic, officious, sprightly, alert, expeditious, prompt, spry, brisk, industrious, quick, supple, bustling, lively, ready, vigorous, busy, mobile, restless, wide awake, diligent, nimble	dull, inactive, lazy, slow, heavy, indolent, quiescent, sluggish, idle, inert, quiet, stupid
acumen	acuteness, insight, perspicacity, sharpness, cleverness, keenness, sagacity, shrewdness, discernment, penetration	bluntness, dulness, obtuseness, stupidity
add	adjoin, annex, augment, extend, make up, affix, append, cast up, increase, subjoin, amplify, attach, enlarge, join on, sum up	abstract, diminish, lessen, remove, withdraw, deduct, dissever, reduce, subtract
addicted	abandoned, devoted, given over, inclined, accustomed, disposed, given up, prone, attached, given, habituated, wedded	averse, disinclined, indisposed, unaccustomed
address	cost, approach, hail, speak to, apostrophize, court, salute, woo, appeal, greet	avoid, elude, overlook, pass by, cut, ignore, pass, shun
address	adroitness, discretion, manners, readiness, courtesy, ingenuity, politeness, tact, dexterity	awkwardness, clumsiness, ill-breeding, stupidity, boorishness, fatuity, ill manners, unmannerliness, clownishness, folly, rudeness, unwisdom
adequate	able, competent, fitted, satisfactory, adapted, equal, fitting, sufficient, capable, fit, qualified, suitable, commensurate	disqualified, inferior, unequal, unsatisfactory, useless, inadequate, insufficient, unfit, unsuitable, worthless, incompetent, poor, unqualified
adherent	aid, ally, disciple, partisan, supporter, aider, backer, follower	adversary, betrayer, enemy, opponent, traitor, antagonist, deserter, hater, renegade
adhesive	cohesive, gummy, sticky, viscous, glutinous, sticking, viscid	free, inadhesive, loose, separable
adjacent	abutting, bordering, contiguous, neighboring, adjoining, close, coterminous, next, attached, conterminous, near, nigh, beside	detached, disconnected, disjoined, distant, remote, separate
admire	adore, delight in, extol, respect, venerate, applaud, enjoy, honor, revere, wonder, approve, esteem, love	abhor, contemn, detest, execrate, ridicule, abominate, despise, dislike, hate, scorn
adorn	beautify, decorate, garnish, illustrate, bedeck, embellish, gild, ornament, deck	deface, deform, disfigure, mar, spoil
affront	aggravate, exasperate, offend, vex, annoy, insult, provoke, wound, displease, irritate, tease	conciliate, content, gratify, honor, please
agent	actor, factor, means, operator, promoter, doer, instrument, mover, performer	chief, inventor, originator, principal
agree	accede, admit, coincide, concur, accept, approve, combine, consent, accord, assent, comply, harmonize, acquiesce	contend, demur, disagree, oppose, contradict, deny, dispute, protest, decline, differ, dissent, refuse
agriculture	cultivation, gardening, kitchen-gardening, culture, horticulture, market-gardening, farming, husbandry, tillage, floriculture	
aim	aspiration, endeavor, intention, tendency, design, goal, mark, determination, inclination, object, end, intent, purpose	aimlessness, heedlessness, negligence, purposelessness, avoidance, neglect, oversight, thoughtlessness, carelessness
air	appearance, demeanor, manner, sort, bearing, expression, mien, style, behavior, fashion, port, way, carriage, look	
airy	aerial, ethereal, frolicsome, joyous, lively, animated, fairylike, gay, light, sprightly	clumsy, heavy, ponderous, sluggish, wooden, dull, inert, slow, stony
alarm	affright, disquietude, fright, solicitude, apprehension, dread, misgiving, terror, consternation, fear, panic, timidity, dismay	assurance, calmness, confidence, repose, security
alert	active, lively, prepared, vigilant, brisk, nimble, prompt, watchful, hustling, on the watch, ready, wide-awake	drowsy, dull, heavy, inactive, slow, sluggish, stupid
alien	conflicting, distant, inappropriate, strange, contradictory, foreign, irrelevant, unconnected, contrary, hostile, opposed, unlike, contrasted, impertinent, remote	akin, apropos, germane, proper, appropriate, essential, pertinent, relevant
alien	foreigner, stranger	citizen, fellow-countryman, native-born inhabitant, countryman, native, naturalized person
alike	akin, equivalent, kindred, same, analogous, homogeneous, like, similar, equal, identical, resembling, uniform	different, dissimilar, distinct, heterogeneous, unlike
alive	active, breathing, live, quick, alert, brisk, lively, subsisting, animate, existent, living, vivacious, animated, existing	dead, defunct, dull, lifeless, deceased, dispirited, inanimate, spiritless
allay	alleviate, compose, quiet, still, appease, mollify, soothe, tranquilize, calm, pacify	agitate, excite, kindle, rouse, stir up, arouse, fan, provoke, stir
allege	adduce, asseverate, claim, maintain, produce, advance, assign, declare, offer, say, affirm, aver, introduce, plead, state, assert, cite	
allegiance	devotion, fealty, loyalty, obedience, subjection, faithfulness, homage	disaffection, disloyalty, rebellion, sedition, treason
allegory	fable, fiction, illustration, metaphor, parable, simile	chronicle, fact, history, narrative, record
alleviate	abate, lighten, reduce, remove, assuage, mitigate, relieve, soften, lessen, moderate	aggravate, embitter, heighten, intensify, make worse, augment, enhance, increase, magnify
alliance	coalition, confederation, fusion, partnership, compact, federation, league, union, confederacy	antagonism, disunion, enmity, schism, separation, discord, divorce, hostility, secession, war
allot	appoint, destine, give, portion out, apportion, distribute, grant, select, assign, divide, mete out, set apart, award	appropriate, deny, resume, seize, confiscate, refuse, retain, withhold
allow	admit, consent to, let, sanction, tolerate, concede, grant, permit, suffer, yield	deny, disapprove, protest, reject, withstand, disallow, forbid, refuse, resist
alloy	admixture, adulteration, debasement, deterioration	
allude	advert, indicate, intimate, point, signify, hint, insinuate, mention, refer, suggest, imply	
allure	attract, captivate, decoy, entice, lure, tempt, cajole, coax, draw, inveigle, seduce, win	chill, damp, deter, dissuade, drive away, repel, warn
also	as well, in addition, likewise, too, as well as, in like manner, similarly, withal, besides	but, nevertheless, on the contrary, yet, in spite of, notwithstanding, on the other hand
alternative	choice, election, option, pick, preference, resource	compulsion, necessity
amass	accumulate, collect, heap up, hoard up, store up, aggregate, gather, hoard, pile up	disperse, divide, portion, spend, waste, dissipate, parcel, scatter, squander
amateur	connoisseur, critic, dilettante, novice, tyro	
amazement	admiration, awe, confusion, surprise, astonishment, bewilderment, perplexity, wonder	anticipation, composure, expectation, preparation, steadiness, calmness, coolness, indifference, self-possession, stoicism
ambition	aspiration, competition, emulation, opposition, rivalry	carelessness, contentment, humility, indifference, satisfaction
amend	advance, correct, meliorate, rectify, ameliorate, emend, mend, reform, better, improve, mitigate, repair, cleanse, make better, purify	aggravate, debase, harm, mar, tarnish, blemish, depress, impair, spoil, vitiate, corrupt, deteriorate, injure
amiable	agreeable, engaging, lovable, pleasing, attractive, gentle, lovely, sweet, benignant, good-natured, loving, winning, harming, kind, pleasant, winsome	acrimonious, crusty, hateful, ill-tempered, surly, churlish, disagreeable, ill-conditioned, morose, unamiable, crabbed, dogged, ill-humored, sour, unlovely, cruel, gruff, ill-natured, sullen
amid	amidst, amongst, betwixt, mingled with, among, between, in the midst of, surrounded by	afar from, away from, beyond, far from, outside, without
amplify	augment, dilate, expand, extend, unfold, develop, enlarge, expatiate, increase, widen	abbreviate, amputate, condense, cut down, reduce, summarize, abridge, "boil down", curtail, epitomize, retrench, sum up
analogy	affinity, likeness, relation, similarity, coincidence, parity, resemblance, simile, comparison, proportion, semblance, similitude	disagreement, disproportion, dissimilarity, incongruity, unlikeness
anger	animosity, fury, offense, rage, choler, impatience, passion, resentment, displeasure, indignation, peevishness, temper, exasperation, ire, pettishness, vexation, fretfulness, irritation, petulance, wrath	amiability, gentleness, long-suffering, patience, peacefulness, charity, leniency, love, peace, self-control, forbearance, lenity, mildness, peaceableness, self-restraint
animal	beast, fauna, living organism, sentient being, brute, living creature	angel, man, mind, soul, substance (material), inanimate object, matter, mineral, spirit, vegetable
announce	advertise, give notice (of), proclaim, reveal, circulate, give out, promulgate, say, communicate, herald, propound, spread abroad, declare, make known, publish, state, enunciate, notify, report, tell	bury, cover (up), hush, keep secret, suppress, conceal, hide, keep back, secrete, withhold
answer	rejoinder, repartee, reply, response, retort	
anticipate	apprehend, forecast, hope, expect, foretaste, look forward to	despair of, distrust, doubt, dread, fear, recall, recollect, remember
anticipation	antepast, expectation, foresight, hope, apprehension, foreboding, foretaste, presentiment, expectancy, forecast, forethought, prevision	astonishment, despair, dread, fear, surprise, consummation, doubt, enjoyment, realization, wonder
antipathy	abhorrence, disgust, hatred, repugnance, antagonism, dislike, hostility, repulsion, aversion, distaste, opposition, uncongeniality, detestation	affinity, attraction, fellow-feeling, kindliness, sympathy, agreement, congeniality, harmony, regard
antique	ancient, old-fashioned, quaint, superannuated, antiquated	fashionable, fresh, modern, modish, new, recent, stylish
anxiety	anguish, disquiet, foreboding, perplexity, apprehension, disturbance, fretfulness, solicitude, care, dread, fretting, trouble, concern, fear, misgiving, worry	apathy, calmness, confidence, light-heartedness, satisfaction, assurance, carelessness, ease, nonchalance, tranquillity
apathy	calmness, indifference, quietness, stoicism, composure, insensibility, quietude, tranquillity, immobility, lethargy, sluggishness, unconcern, impassibility, phlegm, stillness, unfeelingness	agitation, disturbance, feeling, sensibility, sympathy, alarm, eagerness, frenzy, sensitiveness, turbulence, anxiety, emotion, fury, storm, vehemence, care, excitement, passion, susceptibility, violence, distress
apiece	distributively, each, individually, separately, severally	accumulatively, confusedly, indiscriminately, together, unitedly, collectively, en masse, synthetically
apology	acknowledgment, defense, excuse, plea, confession, exculpation, justification, vindication	accusation, charge, condemnation, injury, offense, censure, complaint, imputation, insult, wrong
apparent	likely, presumable, probable, seeming	doubtful, dubious, improbable, unimaginable, unlikely
appear	have the appearance or semblance, look, seem	be, be certain real or true, be the fact, exist
appendage	accessory, addition, appurtenance, concomitant, accompaniment, adjunct, attachment, extension, addendum, appendix, auxiliary, supplement	main body, original, total, whole
appetite	appetency, impulse, lust, propensity, craving, inclination, passion, relish, desire, liking, proclivity, thirst, disposition, longing, proneness, zest	antipathy, detestation, dislike, distaste, indifference, repugnance, aversion, disgust, disrelish, hatred, loathing, repulsion
apportion	allot, appropriate, deal, distribute, grant, appoint, assign, dispense, divide, share	cling to, consolidate, gather together, receive, collect, divide arbitrarily, keep together, retain
approximation	approach, likeness, neighborhood, resemblance, contiguity, nearness, propinquity, similarity	difference, distance, error, remoteness, unlikeness, variation
arms	accouterments, armor, harness, mail, weapons	
army	armament, forces, military, soldiers, array, host, multitude, soldiery, force, legions, phalanx, troops	
arraign	accuse, charge, impeach, prosecute, censure, cite, indict, summon	acquit, discharge, exonerate, overlook, release, condone, excuse, forgive, pardon, set free
array	army, collection, line of battle, parade, arrangement, disposition, order, show, battle array, exhibition, order of battle, sight	
arrest	apprehend, detain, restrain, stop, capture, hold, secure, take into custody, catch, make prisoner, seize, take prisoner	discharge, dismiss, free, liberate, release, set free
artifice	art, craft, finesse, invention, stratagem, blind, cunning, fraud, machination, subterfuge, cheat, device, guile, maneuver, trick, contrivance, dodge, imposture, ruse, wile	artlessness, fairness, guilelessness, ingenuousness, openness, sincerity, candor, frankness, honesty, innocence, simplicity, truth
artist	artificer, artisan, mechanic, operative, workman	
ask	beg, crave, entreat, petition, request, solicit, beseech, demand, implore, pray, require, supplicate	claim, command, deny, enforce, exact, extort, insist, refuse, reject
associate	accomplice, coadjutor, comrade, fellow, mate, ally, colleague, confederate, friend, partner, chum, companion, consort, helpmate, peer	antagonist, enemy, foe, hinderer, opponent, opposer, rival, stranger
association	alliance, confederacy, familiarity, lodge, club, confederation, federation, participation, community, conjunction, fellowship, partnership, companionship, connection, fraternity, society, company, corporation, friendship, union	disintegration, independence, isolation, separation, solitude
assume	accept, arrogate, postulate, put on, affect, claim, presume, take, appropriate, feign, pretend, usurp	
assurance	arrogance, boldness, impudence, self-confidence, assertion, confidence, presumption, self-reliance, assumption, effrontery, self-assertion, trust	bashfulness, consternation, distrust, hesitancy, shyness, confusion, dismay, doubt, misgiving, timidity
astute	acute, discerning, penetrating, sharp, clear-sighted, discriminating, penetrative, shrewd, crafty, keen, perspicacious, subtile, cunning, knowing, sagacious, subtle	blind, idiotic, shallow, stolid, undiscerning, dull, imbecile, short-sighted, stupid, unintelligent
attachment	adherence, devotion, friendship, regard, adhesion, esteem, inclination, tenderness, affection, estimation, love, union	alienation, aversion, distance, estrangement, repugnance, animosity, coolness, divorce, indifference, separation, antipathy, dislike, enmity, opposition, severance
attack	assail, beset, combat, invade, assault, besiege, encounter, set upon, beleaguer, charge, fall upon, storm	aid, cover, protect, shelter, support, uphold, befriend, defend, resist, shield, sustain, withstand
attack	aggression, incursion, invasion, onslaught, assault, infringement, onset, trespass, encroachment, intrusion	defense, repulsion, resistance, retreat, submission, surrender
attain	accomplish, arrive at, gain, master, reach, achieve, compass, get, obtain, secure, acquire, earn, grasp, procure, win	abandon, fail, forfeit, give up, let go, lose, miss
attitude	pose, position, posture	
attribute	ascribe, associate, connect, impute, refer, assign, charge	deny, disconnect, dissociate, separate, sever, sunder
attribute	property, quality	being, essence, nature, substance
augur	betoken, divine, foretell, predict, prognosticate, bode, forebode, portend, presage, prophesy	assure, demonstrate, establish, make sure, settle, calculate, determine, insure, prove, warrant
authentic	accepted, certain, original, sure, accredited, current, real, true, authoritative, genuine, received, trustworthy, authorized, legitimate, reliable, veritable	apocryphal, counterfeit, exploded, false, spurious, baseless, disputed, fabulous, fictitious, unauthorized
auxiliary	accessory, ally, coadjutor, helper, promoter, aid, assistant, confederate, mercenary, subordinate	antagonist, hinderer, opponent, opposer
avaricious	close, greedy, niggardly, penurious, sordid, covetous, miserly, parsimonious, rapacious, stingy	bountiful, free, generous, liberal, munificent, prodigal, wasteful
avenge	punish, retaliate, revenge, vindicate, visit	
avow	knowledge, aver, confess, own, profess, testify, admit, avouch, declare, proclaim, protest, witness	contradict, deny, disavow, disclaim, disown, ignore, repudiate
awful	alarming, direful, frightful, majestic, solemn, appalling, dread, grand, noble, stately, august, dreadful, horrible, portentous, terrible, dire, fearful, imposing, shocking, terrific	base, contemptible, inferior, paltry, beggarly, despicable, lowly, undignified, commonplace, humble, mean, vulgar
awkward	boorish, clumsy, rough, unhandy, bungling, gawky, uncouth, unskilful, clownish, maladroit, ungainly	adroit, clever, dexterous, handy, skilful
axiom		absurdity, contradiction, demonstration, nonsense, paradox, sophism
babble	blab, cackle, gabble, murmur, prattle, blurt, chat, gossip, palaver, tattle, blurt out, chatter, jabber, prate, twaddle	
banish	ban, dismiss, evict, expatriate, ostracize, discharge, drive out, exile, expel, oust, dislodge, eject	
bank	beach, bound, brink, edge, margin, shore, border, brim, coast, marge, rim, strand	
banter	badinage, derision, jeering, raillery, sarcasm, chaff, irony, mockery, ridicule, satire	
barbarous	atrocious, brutal, merciless, uncivilized, barbarian, cruel, rude, uncouth, barbaric, inhuman, savage, untamed	civilized, cultured, elegant, humane, polite, tender, courtly, delicate, graceful, nice, refined, urbane
barrier	bar, bulwark, obstruction, rampart, barricade, hindrance, parapet, restraint, breastwork, obstacle, prohibition, restriction	admittance, opening, road, transit, entrance, passage, thoroughfare, way
battle	action, combat, encounter, passage of arms, affair, conflict, engagement, skirmish, bout, contest, fight, strife	armistice, concord, peace, suspension of hostilities, truce
beat	bastinado, chastise, overcome, spank, thrash, batter, conquer, pommel, strike, vanquish, belabor, cudgel, pound, surpass, whip, bruise, defeat, scourge, switch, worst, castigate, flog, smite	fail, fall, get the worst of, go down, go under, surrender
beautiful	attractive, charming, exquisite, handsome, beauteous, comely, fair, lovely, bewitching, delightful, fine, picturesque, bonny, elegant, graceful, pretty	awkward, frightful, grotesque, repulsive, uncouth, clumsy, ghastly, hideous, shocking, ungainly, deformed, grim, horrid, ugly, unlovely, disgusting, grisly, odious, unattractive, unpleasant
because	as, for, inasmuch as, since	altho, however, nevertheless, notwithstanding, yet
becoming	befitting, congruous, fit, meet, seemly, beseeming, decent, fitting, neat, suitable, comely, decorous, graceful, proper, worthy	awkward, ill-fitting, indecent, unbecoming, unseemly, ill-becoming, improper, indecorous, unfit, unsuitable
beginning	arising, inauguration, origin, source, commencement, inception, outset, spring, fount, initiation, rise, start, fountain, opening	
behavior	action, breeding, conduct, deportment, manner, bearing, carriage, demeanor, life, manners	
bend	bias, curve, diverge, mold, submit, twist, bow, deflect, incline, persuade, turn, warp, crook, deviate, influence, stoop, twine, yield	
benevolence	almsgiving, charity, kind-heartedness, munificence, beneficence, generosity, kindliness, philanthropy, benignity, good-will, kindness, sympathy, bounty, humanity, liberality, unselfishness	barbarity, greediness, ill-will, malignity, self-seeking, brutality, harshness, inhumanity, niggardliness, stinginess, churlishness, illiberality, malevolence, selfishness, unkindness
bind	compel, fetter, oblige, restrict, shackle, engage, fix, restrain, secure, tie, fasten	free, loose, set free, unbind, unfasten, unloose, untie
bitter	acerb, acidulous, caustic, pungent, stinging, acetous, acrid, cutting, savage, tart, acid, acrimonious, harsh, sharp, vinegarish, acidulated, biting, irate, sour, virulent	dulcet, honeyed, luscious, nectared, saccharine, sweet
bleach	blanch, make white, whiten, whitewash	blacken, color, darken, dye, soil, stain
blemish	blot, defacement, disgrace, injury, spot, blur, defect, dishonor, reproach, stain, brand, deformity, fault, smirch, stigma, crack, dent, flaw, soil, taint, daub, disfigurement, imperfection, speck, tarnish	
blow	box, concussion, disaster, misfortune, stripe, buffet, cuff, knock, rap, stroke, calamity, cut, lash, shock, thump	
bluff	abrupt, brusk, impolite, rough, blunt, coarse, inconsiderate, rude, blustering, discourteous, open, uncivil, bold, frank, plain-spoken, unmannerly	bland, courteous, genial, polished, polite, refined, reserved, urbane
body	ashes, clay, dust, frame, system, carcass, corpse, form, remains, trunk	intellect, intelligence, mind, soul, spirit
both	twain, two	each, either, every, neither, none, no one, not any
boundary	barrier, confines, limit, margin, border, edge, line, term, bound, enclosure, marches, termination, bourn, frontier, marge, verge, bourne, landmark	center, citadel, estate, inside, interior, land, region, territory
brave	adventurous, courageous, fearless, undaunted, bold, daring, gallant, undismayed, chivalric, dauntless, heroic, valiant, chivalrous, doughty, intrepid, venturesome	afraid, cringing, fearful, pusillanimous, timid, cowardly, faint-hearted, frightened, shrinking, timorous
break	bankrupt, crack, destroy, rive, shatter, split, burst, crush, fracture, rupture, shiver, sunder, cashier, demolish, rend, sever, smash, transgress	attach, bind, fasten, join, mend, secure, solder, unite, weld
brutish	animal, brutal, ignorant, sensual, swinish, base, brute, imbruted, sottish, unintellectual, beastly, carnal, insensible, stolid, unspiritual, bestial, coarse, lascivious, stupid, vile	elevated, exalted, great, intellectual, noble, enlightened, grand, humane, intelligent, refined
burn	blaze, char, flame, incinerate, set fire to, brand, consume, flash, kindle, set on fire, cauterize, cremate, ignite, scorch, singe	cool, extinguish, put out, smother, stifle, subdue
business	affair, commerce, handicraft, trading, art, concern, job, traffic, avocation, craft, occupation, transaction, barter, duty, profession, vocation, calling, employment, trade, work	
but	and, however, notwithstanding, that, barely, just, only, tho, besides, merely, provided, unless, except, moreover, save, yet, further, nevertheless, still	
by	by dint of, by means of, through, with	
cabal	combination, confederacy, crew, gang, conclave, conspiracy, faction, junto	
calculate	account, consider, enumerate, rate, cast, count, estimate, reckon, compute, deem, number, sum up	
call	bawl, cry (out), roar, shriek, bellow, ejaculate, scream, vociferate, clamor, exclaim, shout, yell	be silent, be still, hark, hearken, hush, list, listen
calm	collected, imperturbable, sedate, still, composed, peaceful, self-possessed, tranquil, cool, placid, serene, undisturbed, dispassionate, quiet, smooth, unruffled	agitated, excited, frenzied, passionate, ruffled, violent, boisterous, fierce, furious, raging, stormy, wild, disturbed, frantic, heated, roused, turbulent, wrathful
cancel	abolish, discharge, nullify, rescind, abrogate, efface, obliterate, revoke, annul, erase, quash, rub off or out, blot out, expunge, remove, scratch out, cross off or out, make void, repeal, vacate	approve, enact, establish, perpetuate, reenact, uphold, confirm, enforce, maintain, record, sustain, write
candid	aboveboard, honest, open, truthful, artless, impartial, simple, unbiased, fair, ingenuous, sincere, unprejudiced, frank, innocent, straightforward, unreserved, guileless, naive, transparent, unsophisticated	adroit, cunning, diplomatic, intriguing, sharp, subtle, artful, deceitful, foxy, knowing, shrewd, tricky, crafty, designing, insincere, maneuvering, sly, wily
caparison	accouterments, harness, housings, trappings	
capital	chief city, metropolis, seat of government	
care	anxiety, concern, oversight, trouble, attention, direction, perplexity, vigilance, caution, forethought, precaution, wariness, charge, heed, prudence, watchfulness, circumspection, management, solicitude, worry	carelessness, heedlessness, indifference, negligence, oversight, remissness, disregard, inattention, neglect, omission, recklessness, slight
career	charge, flight, passage, race, course, line of achievement, public life, rush	
caress	coddle, embrace, fondle, pamper, court, flatter, kiss, pet	
caricature	burlesque, extravaganza, mimicry, take-off, exaggeration, imitation, parody, travesty	
carry	bear, convey, move, sustain, transmit, bring, lift, remove, take, transport	drop, fall under, give up, let go, shake off, throw down, throw off
catastrophe	calamity, denouement, mischance, mishap, cataclysm, disaster, misfortune, sequel	benefit, boon, favor, pleasure, prosperity, blessing, comfort, help, privilege, success
catch	apprehend, comprehend, grasp, overtake, snatch, capture, discover, grip, secure, take, clasp, ensnare, gripe, seize, take hold of, clutch, entrap, lay hold of (on upon)	fail of, give up, lose, release, throw aside, fall short of, let go, miss, restore, throw away
cause	actor, causality, designer, occasion, precedent, agent, causation, former, origin, reason, antecedent, condition, fountain, originator, source, author, creator, motive, power, spring	consequence, development, end, fruit, outcome, product, creation, effect, event, issue, outgrowth, result
cease	abstain, desist, give over, quit, bring to an end, discontinue, intermit, refrain, come to an end, end, leave off, stop, conclude, finish, pause, terminate	begin, enter upon, initiate, originate, set going, set on foot, commence, inaugurate, institute, set about, set in operation, start
celebrate	commemorate, keep, observe, solemnize	contemn, dishonor, forget, neglect, profane, despise, disregard, ignore, overlook, violate
center	middle, midst	bound, boundary, circumference, perimeter, rim
chagrin	confusion, discomposure, humiliation, shame, disappointment, dismay, mortification, vexation	delight, exultation, glory, rejoicing, triumph
change	alter, exchange, shift, transmute, commute, metamorphose, substitute, turn, convert, modify, transfigure, vary, diversify, qualify, transform, veer	abide, continue, hold, persist, retain, bide, endure, keep, remain, stay
change	alteration, mutation, renewing, transmutation, conversion, novelty, revolution, variation, diversity, regeneration, transformation, variety, innovation, renewal, transition, vicissitude	constancy, fixedness, invariability, steadiness, continuance, fixity, permanence, unchangeableness, firmness, identity, persistence, uniformity
character	constitution, genius, personality, reputation, temper, disposition, nature, record, spirit, temperament	
characteristic	attribute, feature, peculiarity, sign, trace, character, indication, property, singularity, trait, distinction, mark, quality	
charming	bewitching, delightful, enrapturing, fascinating, captivating, enchanting, entrancing, winning	
chasten	afflict, chastise, discipline, punish, refine, subdue, castigate, correct, humble, purify, soften, try	
cherish	cheer, encourage, harbor, nurse, shelter, cling to, entertain, hold dear, nurture, treasure, comfort, foster, nourish, protect, value	
choose	cull, elect, pick, pick out, prefer, select	cast away, decline, dismiss, refuse, repudiate, cast out, disclaim, leave, reject, throw aside
circumlocution	diffuseness, prolixity, surplusage, verbiage, periphrasis, redundance, tautology, verbosity, pleonasm, redundancy, tediousness, wordiness	brevity, compression, condensation, plainness, succinctness, compactness, conciseness, directness, shortness, terseness
